locus_tag	ftype	length_bp	gene	EC_number	COG	product
BIPKCHJG_00824	gene	1281				
BIPKCHJG_00825	CDS	783				hypothetical protein
BIPKCHJG_00825	gene	783				
BIPKCHJG_00826	CDS	1239	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
BIPKCHJG_00826	gene	1239	ufaA1			
BIPKCHJG_00827	CDS	438				hypothetical protein
BIPKCHJG_00827	gene	438				
BIPKCHJG_00828	CDS	1056				hypothetical protein
BIPKCHJG_00828	gene	1056				
BIPKCHJG_00829	CDS	726				hypothetical protein
BIPKCHJG_00829	gene	726				
BIPKCHJG_00830	CDS	987	yueD	1.1.1.320		Benzil reductase ((S)-benzoin forming)
BIPKCHJG_00830	gene	987	yueD			
BIPKCHJG_00831	CDS	786				hypothetical protein
BIPKCHJG_00831	gene	786				
BIPKCHJG_00832	CDS	831				hypothetical protein
BIPKCHJG_00832	gene	831				
BIPKCHJG_00833	CDS	1158	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BIPKCHJG_00833	gene	1158	mmgC_1			
BIPKCHJG_00834	CDS	2163				hypothetical protein
BIPKCHJG_00834	gene	2163				
BIPKCHJG_00835	CDS	2178				hypothetical protein
BIPKCHJG_00835	gene	2178				
BIPKCHJG_00836	CDS	1209				hypothetical protein
BIPKCHJG_00836	gene	1209				
BIPKCHJG_00837	CDS	711	rpf	3.-.-.-		Resuscitation-promoting factor Rpf
BIPKCHJG_00837	gene	711	rpf			
BIPKCHJG_00838	tRNA	75				tRNA-Thr(tgt)
BIPKCHJG_00838	gene	75				
BIPKCHJG_00839	CDS	3888	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
BIPKCHJG_00839	gene	3888	rpoC			
BIPKCHJG_00840	CDS	3480	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
BIPKCHJG_00840	gene	3480	rpoB			
BIPKCHJG_00841	CDS	393	rplL		COG0222	50S ribosomal protein L7/L12
BIPKCHJG_00841	gene	393	rplL			
BIPKCHJG_00842	CDS	633	rplJ		COG0244	50S ribosomal protein L10
BIPKCHJG_00842	gene	633	rplJ			
BIPKCHJG_00843	CDS	816				hypothetical protein
BIPKCHJG_00843	gene	816				
BIPKCHJG_00844	CDS	714	rplA		COG0081	50S ribosomal protein L1
BIPKCHJG_00844	gene	714	rplA			
BIPKCHJG_00845	CDS	432	rplK		COG0080	50S ribosomal protein L11
BIPKCHJG_00845	gene	432	rplK			
BIPKCHJG_00846	CDS	834	nusG		COG0250	Transcription termination/antitermination protein NusG
BIPKCHJG_00846	gene	834	nusG			
BIPKCHJG_00847	CDS	261	secE			Protein translocase subunit SecE
BIPKCHJG_00847	gene	261	secE			
BIPKCHJG_00848	tRNA	74				tRNA-Trp(cca)
BIPKCHJG_00848	gene	74				
BIPKCHJG_00849	CDS	1317			COG1167	Putative aminotransferase/MSMEI_6121
BIPKCHJG_00849	gene	1317				
BIPKCHJG_00850	CDS	513				hypothetical protein
BIPKCHJG_00850	gene	513				
BIPKCHJG_00851	CDS	1077		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
BIPKCHJG_00851	gene	1077				
BIPKCHJG_00852	CDS	951				hypothetical protein
BIPKCHJG_00852	gene	951				
BIPKCHJG_00853	CDS	1170				hypothetical protein
BIPKCHJG_00853	gene	1170				
BIPKCHJG_00854	CDS	1089	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
BIPKCHJG_00854	gene	1089	murB			
BIPKCHJG_00855	CDS	420				hypothetical protein
BIPKCHJG_00855	gene	420				
BIPKCHJG_00856	CDS	444				hypothetical protein
BIPKCHJG_00856	gene	444				
BIPKCHJG_00857	CDS	171	rpmG2		COG0267	50S ribosomal protein L33 2
BIPKCHJG_00857	gene	171	rpmG2			
BIPKCHJG_00858	tRNA	77				tRNA-Met(cat)
BIPKCHJG_00858	gene	77				
BIPKCHJG_00859	tRNA	74				tRNA-Thr(ggt)
BIPKCHJG_00859	gene	74				
BIPKCHJG_00860	CDS	1353	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
BIPKCHJG_00860	gene	1353	tpa			
BIPKCHJG_00861	CDS	762				hypothetical protein
BIPKCHJG_00861	gene	762				
BIPKCHJG_00862	CDS	549	chrR	1.6.5.2	COG0431	Quinone reductase
BIPKCHJG_00862	gene	549	chrR			
BIPKCHJG_00863	CDS	453				hypothetical protein
BIPKCHJG_00863	gene	453				
BIPKCHJG_00864	CDS	639				hypothetical protein
BIPKCHJG_00864	gene	639				
BIPKCHJG_00865	CDS	801				hypothetical protein
BIPKCHJG_00865	gene	801				
BIPKCHJG_00866	CDS	852	cutM_2	1.2.5.3		Carbon monoxide dehydrogenase medium chain
BIPKCHJG_00866	gene	852	cutM_2			
BIPKCHJG_00867	CDS	2478	cutL	1.2.5.3		Carbon monoxide dehydrogenase large chain
BIPKCHJG_00867	gene	2478	cutL			
BIPKCHJG_00868	CDS	498	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
BIPKCHJG_00868	gene	498	cutS			
BIPKCHJG_00869	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
BIPKCHJG_00869	gene	561	speG			
BIPKCHJG_00870	CDS	5496	accC	6.3.4.14	COG0439	Biotin carboxylase
BIPKCHJG_00870	gene	5496	accC			
BIPKCHJG_00871	CDS	1116	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
BIPKCHJG_00871	gene	1116	pucA			
BIPKCHJG_00872	CDS	1113				hypothetical protein
BIPKCHJG_00872	gene	1113				
BIPKCHJG_00873	CDS	903				hypothetical protein
BIPKCHJG_00873	gene	903				
BIPKCHJG_00874	CDS	837				hypothetical protein
BIPKCHJG_00874	gene	837				
BIPKCHJG_00875	CDS	1065				hypothetical protein
BIPKCHJG_00875	gene	1065				
BIPKCHJG_00876	CDS	372				hypothetical protein
BIPKCHJG_00876	gene	372				
BIPKCHJG_00877	CDS	156				hypothetical protein
BIPKCHJG_00877	gene	156				
BIPKCHJG_00878	CDS	1425	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
BIPKCHJG_00878	gene	1425	glnA_2			
BIPKCHJG_00879	CDS	723				putative protein
BIPKCHJG_00879	gene	723				
BIPKCHJG_00880	CDS	1101	lipA	2.8.1.8	COG0320	Lipoyl synthase
BIPKCHJG_00880	gene	1101	lipA			
BIPKCHJG_00881	CDS	567				hypothetical protein
BIPKCHJG_00881	gene	567				
BIPKCHJG_00882	CDS	630	lipB	2.3.1.181	COG0321	Octanoyltransferase
BIPKCHJG_00882	gene	630	lipB			
BIPKCHJG_00883	CDS	786	fbpA_2	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85A
BIPKCHJG_00883	gene	786	fbpA_2			
BIPKCHJG_00884	CDS	2175	ydfJ_1		COG2409	Membrane protein YdfJ
BIPKCHJG_00884	gene	2175	ydfJ_1			
BIPKCHJG_00885	CDS	876			COG2141	putative protein
BIPKCHJG_00885	gene	876				
BIPKCHJG_00886	CDS	2145				hypothetical protein
BIPKCHJG_00886	gene	2145				
BIPKCHJG_00887	CDS	891			COG1090	Epimerase family protein
BIPKCHJG_00887	gene	891				
BIPKCHJG_00888	CDS	1893	aceF_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BIPKCHJG_00888	gene	1893	aceF_1			
BIPKCHJG_00889	CDS	1548	pepA_1	3.4.11.1	COG0260	putative cytosol aminopeptidase
BIPKCHJG_00889	gene	1548	pepA_1			
BIPKCHJG_00890	CDS	1110	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
BIPKCHJG_00890	gene	1110	gcvT			
BIPKCHJG_00891	CDS	1707	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
BIPKCHJG_00891	gene	1707	malL_1			
BIPKCHJG_00892	CDS	207				hypothetical protein
BIPKCHJG_00892	gene	207				
BIPKCHJG_00893	CDS	576				putative protein
BIPKCHJG_00893	gene	576				
BIPKCHJG_00894	CDS	1350	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
BIPKCHJG_00894	gene	1350	dapE_1			
BIPKCHJG_00895	CDS	1197	nadA	2.5.1.72	COG0379	Quinolinate synthase A
BIPKCHJG_00895	gene	1197	nadA			
BIPKCHJG_00896	CDS	1164	garK	2.7.1.165	COG1929	Glycerate 2-kinase
BIPKCHJG_00896	gene	1164	garK			
BIPKCHJG_00897	CDS	357			COG0316	Protein
BIPKCHJG_00897	gene	357				
BIPKCHJG_00898	CDS	927				hypothetical protein
BIPKCHJG_00898	gene	927				
BIPKCHJG_00899	CDS	570				hypothetical protein
BIPKCHJG_00899	gene	570				
BIPKCHJG_00900	CDS	996	adoK	2.7.1.20		Adenosine kinase
BIPKCHJG_00900	gene	996	adoK			
BIPKCHJG_00901	CDS	723	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
BIPKCHJG_00901	gene	723	aat			
BIPKCHJG_00902	CDS	267	tusA		COG0425	Sulfur carrier protein TusA
BIPKCHJG_00902	gene	267	tusA			
BIPKCHJG_00903	CDS	1254	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
BIPKCHJG_00903	gene	1254	nifS			
BIPKCHJG_00904	CDS	888	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
BIPKCHJG_00904	gene	888	ctaC			
BIPKCHJG_00905	CDS	1713	ctaD_2	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
BIPKCHJG_00905	gene	1713	ctaD_2			
BIPKCHJG_00906	CDS	402	ctaF	1.9.3.1		Cytochrome c oxidase polypeptide 4
BIPKCHJG_00906	gene	402	ctaF			
BIPKCHJG_00907	CDS	555		1.-.-.-	COG0431	NAD(P)H-dependent FMN reductase
BIPKCHJG_00907	gene	555				
BIPKCHJG_00908	CDS	609				hypothetical protein
BIPKCHJG_00908	gene	609				
BIPKCHJG_00909	CDS	354				hypothetical protein
BIPKCHJG_00909	gene	354				
BIPKCHJG_00910	CDS	456				hypothetical protein
BIPKCHJG_00910	gene	456				
BIPKCHJG_00911	CDS	1077	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
BIPKCHJG_00911	gene	1077	trpD			
BIPKCHJG_00912	CDS	447			COG0784	putative response regulatory protein
BIPKCHJG_00912	gene	447				
BIPKCHJG_00913	CDS	579	ctaE	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
BIPKCHJG_00913	gene	579	ctaE			
BIPKCHJG_00914	CDS	786	qcrC	1.10.2.2	COG2010	Cytochrome bc1 complex cytochrome c subunit
BIPKCHJG_00914	gene	786	qcrC			
BIPKCHJG_00915	CDS	1137	qcrA		COG0723	Cytochrome bc1 complex Rieske iron-sulfur subunit
BIPKCHJG_00915	gene	1137	qcrA			
BIPKCHJG_00916	CDS	1737	qcrB	1.10.2.2	COG1290	Cytochrome bc1 complex cytochrome b subunit
BIPKCHJG_00916	gene	1737	qcrB			
BIPKCHJG_00917	CDS	282				hypothetical protein
BIPKCHJG_00917	gene	282				
BIPKCHJG_00918	CDS	1734		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
BIPKCHJG_00918	gene	1734				
BIPKCHJG_00919	CDS	1407	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
BIPKCHJG_00919	gene	1407	hemL_1			
BIPKCHJG_00920	CDS	732				hypothetical protein
BIPKCHJG_00920	gene	732				
BIPKCHJG_00921	CDS	288				hypothetical protein
BIPKCHJG_00921	gene	288				
BIPKCHJG_00922	CDS	1476				hypothetical protein
BIPKCHJG_00922	gene	1476				
BIPKCHJG_00923	CDS	447	tcmN	2.1.1.-		Multifunctional cyclase-dehydratase-3-O-methyl transferase TcmN
BIPKCHJG_00923	gene	447	tcmN			
BIPKCHJG_00924	CDS	1125				hypothetical protein
BIPKCHJG_00924	gene	1125				
BIPKCHJG_00925	CDS	483				hypothetical protein
BIPKCHJG_00925	gene	483				
BIPKCHJG_00926	CDS	966	glkA	2.7.1.2		Glucokinase
BIPKCHJG_00926	gene	966	glkA			
BIPKCHJG_00927	CDS	693				hypothetical protein
BIPKCHJG_00927	gene	693				
BIPKCHJG_00928	CDS	522				hypothetical protein
BIPKCHJG_00928	gene	522				
BIPKCHJG_00929	CDS	843	plsC_2	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
BIPKCHJG_00929	gene	843	plsC_2			
BIPKCHJG_00930	CDS	1218				hypothetical protein
BIPKCHJG_00930	gene	1218				
BIPKCHJG_00931	CDS	639	degU_1		COG2197	Transcriptional regulatory protein DegU
BIPKCHJG_00931	gene	639	degU_1			
BIPKCHJG_00932	CDS	1326	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
BIPKCHJG_00932	gene	1326	aroH			
BIPKCHJG_00933	CDS	1071	ltaA	4.1.2.49		L-allo-threonine aldolase
BIPKCHJG_00933	gene	1071	ltaA			
BIPKCHJG_00934	CDS	930				hypothetical protein
BIPKCHJG_00934	gene	930				
BIPKCHJG_00935	CDS	2097	spk1	2.7.11.1		Serine/threonine-protein kinase PK-1
BIPKCHJG_00935	gene	2097	spk1			
BIPKCHJG_00936	CDS	855		3.2.1.17		Muramidase-2
BIPKCHJG_00936	gene	855				
BIPKCHJG_00937	CDS	441				DNA-binding protein
BIPKCHJG_00937	gene	441				
BIPKCHJG_00938	CDS	1080		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
BIPKCHJG_00938	gene	1080				
BIPKCHJG_00939	CDS	918	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
BIPKCHJG_00939	gene	918	metF			
BIPKCHJG_00940	CDS	537				hypothetical protein
BIPKCHJG_00940	gene	537				
BIPKCHJG_00941	CDS	711	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
BIPKCHJG_00941	gene	711	bceA_2			
BIPKCHJG_00942	CDS	1446				hypothetical protein
BIPKCHJG_00942	gene	1446				
BIPKCHJG_00943	CDS	615				hypothetical protein
BIPKCHJG_00943	gene	615				
BIPKCHJG_00944	CDS	606				putative protein
BIPKCHJG_00944	gene	606				
BIPKCHJG_00945	CDS	888	rhaR			HTH-type transcriptional activator RhaR
BIPKCHJG_00945	gene	888	rhaR			
BIPKCHJG_00946	CDS	1146				putative multidrug-efflux transporter
BIPKCHJG_00946	gene	1146				
BIPKCHJG_00947	CDS	501	ybaK_2	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
BIPKCHJG_00947	gene	501	ybaK_2			
BIPKCHJG_00948	CDS	717				hypothetical protein
BIPKCHJG_00948	gene	717				
BIPKCHJG_00949	CDS	771				hypothetical protein
BIPKCHJG_00949	gene	771				
BIPKCHJG_00950	CDS	288				hypothetical protein
BIPKCHJG_00950	gene	288				
BIPKCHJG_00951	CDS	564				hypothetical protein
BIPKCHJG_00951	gene	564				
BIPKCHJG_00952	CDS	3897	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
BIPKCHJG_00952	gene	3897	dnaE			
BIPKCHJG_00953	CDS	888	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
BIPKCHJG_00953	gene	888	cmoM			
BIPKCHJG_00954	CDS	450	dinB	2.7.7.7	COG0389	DNA polymerase IV
BIPKCHJG_00954	gene	450	dinB			
BIPKCHJG_00955	CDS	780	dinB1_1	2.7.7.7	COG0389	DNA polymerase IV 1
BIPKCHJG_00955	gene	780	dinB1_1			
BIPKCHJG_00956	CDS	414				hypothetical protein
BIPKCHJG_00956	gene	414				
BIPKCHJG_00957	CDS	510				hypothetical protein
BIPKCHJG_00957	gene	510				
BIPKCHJG_00958	CDS	219				hypothetical protein
BIPKCHJG_00958	gene	219				
BIPKCHJG_00959	CDS	2115	gyrB_1	5.99.1.3		DNA gyrase subunit B
BIPKCHJG_00959	gene	2115	gyrB_1			
BIPKCHJG_00960	CDS	1473	yhdG_2		COG0531	putative amino acid permease YhdG
BIPKCHJG_00960	gene	1473	yhdG_2			
BIPKCHJG_00961	CDS	1014	ccpA_1		COG1609	Catabolite control protein A
BIPKCHJG_00961	gene	1014	ccpA_1			
BIPKCHJG_00962	CDS	2538	gyrA_1	5.99.1.3	COG0188	DNA gyrase subunit A
BIPKCHJG_00962	gene	2538	gyrA_1			
BIPKCHJG_00963	CDS	627	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
BIPKCHJG_00963	gene	627	bluB			
BIPKCHJG_00964	CDS	2697	pat_1	2.3.1.-	COG0454	Protein lysine acetyltransferase Pat
BIPKCHJG_00964	gene	2697	pat_1			
BIPKCHJG_00965	CDS	606				hypothetical protein
BIPKCHJG_00965	gene	606				
BIPKCHJG_00966	CDS	1158				hypothetical protein
BIPKCHJG_00966	gene	1158				
BIPKCHJG_00967	CDS	675	tdk	2.7.1.21		Thymidine kinase
BIPKCHJG_00967	gene	675	tdk			
BIPKCHJG_00968	CDS	1332				hypothetical protein
BIPKCHJG_00968	gene	1332				
BIPKCHJG_00969	CDS	1101	hemH	4.99.1.1	COG0276	Ferrochelatase
BIPKCHJG_00969	gene	1101	hemH			
BIPKCHJG_00970	CDS	858	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
BIPKCHJG_00970	gene	858	suhB			
BIPKCHJG_00971	CDS	300				hypothetical protein
BIPKCHJG_00971	gene	300				
BIPKCHJG_00972	CDS	534	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
BIPKCHJG_00972	gene	534	dut			
BIPKCHJG_00973	CDS	786				hypothetical protein
BIPKCHJG_00973	gene	786				
BIPKCHJG_00974	CDS	384				hypothetical protein
BIPKCHJG_00974	gene	384				
BIPKCHJG_00975	CDS	687				hypothetical protein
BIPKCHJG_00975	gene	687				
BIPKCHJG_00976	CDS	687	trkA_1		COG0569	Trk system potassium uptake protein TrkA
BIPKCHJG_00976	gene	687	trkA_1			
BIPKCHJG_00977	CDS	636	trkA_2		COG0569	Trk system potassium uptake protein TrkA
BIPKCHJG_00977	gene	636	trkA_2			
BIPKCHJG_00978	CDS	2004				hypothetical protein
BIPKCHJG_00978	gene	2004				
BIPKCHJG_00979	CDS	1290	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
BIPKCHJG_00979	gene	1290	rlmCD			
BIPKCHJG_00980	CDS	2664	acnA	4.2.1.3	COG1048	Aconitate hydratase A
BIPKCHJG_00980	gene	2664	acnA			
BIPKCHJG_00981	CDS	294				hypothetical protein
BIPKCHJG_00981	gene	294				
BIPKCHJG_00982	CDS	594				hypothetical protein
BIPKCHJG_00982	gene	594				
BIPKCHJG_00983	CDS	147				hypothetical protein
BIPKCHJG_00983	gene	147				
BIPKCHJG_00984	CDS	180				hypothetical protein
BIPKCHJG_00984	gene	180				
BIPKCHJG_00985	CDS	549				hypothetical protein
BIPKCHJG_00985	gene	549				
BIPKCHJG_00986	CDS	441				hypothetical protein
BIPKCHJG_00986	gene	441				
BIPKCHJG_00987	CDS	756		3.1.1.2		Arylesterase
BIPKCHJG_00987	gene	756				
BIPKCHJG_00988	CDS	609				hypothetical protein
BIPKCHJG_00988	gene	609				
BIPKCHJG_00989	CDS	435				hypothetical protein
BIPKCHJG_00989	gene	435				
BIPKCHJG_00990	CDS	609	sutR_1		COG1396	HTH-type transcriptional regulator SutR
BIPKCHJG_00990	gene	609	sutR_1			
BIPKCHJG_00991	CDS	624				hypothetical protein
BIPKCHJG_00991	gene	624				
BIPKCHJG_00992	CDS	1044				hypothetical protein
BIPKCHJG_00992	gene	1044				
BIPKCHJG_00993	CDS	450				hypothetical protein
BIPKCHJG_00993	gene	450				
BIPKCHJG_00994	CDS	270	rpsO			30S ribosomal protein S15
BIPKCHJG_00994	gene	270	rpsO			
BIPKCHJG_00995	CDS	2385	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
BIPKCHJG_00995	gene	2385	pnp			
BIPKCHJG_00996	CDS	297				hypothetical protein
BIPKCHJG_00996	gene	297				
BIPKCHJG_00997	CDS	963	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
BIPKCHJG_00997	gene	963	apbE_1			
BIPKCHJG_00998	CDS	567				hypothetical protein
BIPKCHJG_00998	gene	567				
BIPKCHJG_00999	CDS	1095	nuoF_1	1.6.5.11	COG1894	NADH-quinone oxidoreductase subunit F
BIPKCHJG_00999	gene	1095	nuoF_1			
BIPKCHJG_01000	CDS	204				hypothetical protein
BIPKCHJG_01000	gene	204				
BIPKCHJG_01001	CDS	1002				hypothetical protein
BIPKCHJG_01001	gene	1002				
BIPKCHJG_01002	CDS	891				hypothetical protein
BIPKCHJG_01002	gene	891				
BIPKCHJG_01003	CDS	420				hypothetical protein
BIPKCHJG_01003	gene	420				
BIPKCHJG_01004	CDS	750	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
BIPKCHJG_01004	gene	750	dapB			
BIPKCHJG_01005	CDS	774	cobB_2	3.5.1.-	COG0846	NAD-dependent protein deacylase
BIPKCHJG_01005	gene	774	cobB_2			
BIPKCHJG_01006	CDS	315				hypothetical protein
BIPKCHJG_01006	gene	315				
BIPKCHJG_01007	CDS	732				hypothetical protein
BIPKCHJG_01007	gene	732				
BIPKCHJG_01008	CDS	630	mshD_2	2.3.1.189		Mycothiol acetyltransferase
BIPKCHJG_01008	gene	630	mshD_2			
BIPKCHJG_01009	CDS	726	echA6	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
BIPKCHJG_01009	gene	726	echA6			
BIPKCHJG_01010	CDS	126				hypothetical protein
BIPKCHJG_01010	gene	126				
BIPKCHJG_01011	CDS	147				hypothetical protein
BIPKCHJG_01011	gene	147				
BIPKCHJG_01012	CDS	366				hypothetical protein
BIPKCHJG_01012	gene	366				
BIPKCHJG_01013	CDS	300				hypothetical protein
BIPKCHJG_01013	gene	300				
BIPKCHJG_01014	CDS	1290				hypothetical protein
BIPKCHJG_01014	gene	1290				
BIPKCHJG_01015	CDS	480	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
BIPKCHJG_01015	gene	480	dhfrIII			
BIPKCHJG_01016	CDS	792	thyA	2.1.1.45	COG0207	Thymidylate synthase
BIPKCHJG_01016	gene	792	thyA			
BIPKCHJG_01017	CDS	861	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BIPKCHJG_01017	gene	861	dapA			
BIPKCHJG_01018	CDS	1686	rnj	3.1.-.-	COG0595	Ribonuclease J
BIPKCHJG_01018	gene	1686	rnj			
BIPKCHJG_01019	CDS	924	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
BIPKCHJG_01019	gene	924	wbgU			
BIPKCHJG_01020	CDS	1026				hypothetical protein
BIPKCHJG_01020	gene	1026				
BIPKCHJG_01021	CDS	552				hypothetical protein
BIPKCHJG_01021	gene	552				
BIPKCHJG_01022	CDS	1515				hypothetical protein
BIPKCHJG_01022	gene	1515				
BIPKCHJG_01023	CDS	2628	ftsK		COG1674	DNA translocase FtsK
BIPKCHJG_01023	gene	2628	ftsK			
BIPKCHJG_01024	CDS	1137				hypothetical protein
BIPKCHJG_01024	gene	1137				
BIPKCHJG_01025	CDS	585				hypothetical protein
BIPKCHJG_01025	gene	585				
BIPKCHJG_01026	CDS	1164				hypothetical protein
BIPKCHJG_01026	gene	1164				
BIPKCHJG_01027	CDS	1212		1.14.99.15		Cytochrome p450 CYP199A2
BIPKCHJG_01027	gene	1212				
BIPKCHJG_01028	CDS	1479	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
BIPKCHJG_01028	gene	1479	rimO			
BIPKCHJG_01029	CDS	630	pgsA2	2.7.8.5	COG0558	Putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase 2
BIPKCHJG_01029	gene	630	pgsA2			
BIPKCHJG_01030	CDS	573	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
BIPKCHJG_01030	gene	573	pncC			
BIPKCHJG_01031	CDS	306	clgR			Transcriptional regulator ClgR
BIPKCHJG_01031	gene	306	clgR			
BIPKCHJG_01032	CDS	885	nei1_1	3.2.2.-	COG0266	Endonuclease 8 1
BIPKCHJG_01032	gene	885	nei1_1			
BIPKCHJG_01033	CDS	4716	helY_1	3.6.4.-	COG4581	putative helicase HelY
BIPKCHJG_01033	gene	4716	helY_1			
BIPKCHJG_01034	CDS	2070	oatA_2	2.3.1.-		O-acetyltransferase OatA
BIPKCHJG_01034	gene	2070	oatA_2			
BIPKCHJG_01035	CDS	297				hypothetical protein
BIPKCHJG_01035	gene	297				
BIPKCHJG_01036	CDS	591	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
BIPKCHJG_01036	gene	591	ogt_1			
BIPKCHJG_01037	CDS	486	sigE_5			ECF RNA polymerase sigma factor SigE
BIPKCHJG_01037	gene	486	sigE_5			
BIPKCHJG_01038	CDS	1065	recA		COG0468	Protein RecA
BIPKCHJG_01038	gene	1065	recA			
BIPKCHJG_01039	CDS	228				hypothetical protein
BIPKCHJG_01039	gene	228				
BIPKCHJG_01040	CDS	453	recX		COG2137	Regulatory protein RecX
BIPKCHJG_01040	gene	453	recX			
BIPKCHJG_01041	CDS	1341	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
BIPKCHJG_01041	gene	1341	pncB1			
BIPKCHJG_01042	CDS	582	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
BIPKCHJG_01042	gene	582	pncA			
BIPKCHJG_01043	CDS	756				Bifunctional NMN adenylyltransferase/Nudix hydrolase
BIPKCHJG_01043	gene	756				
BIPKCHJG_01044	CDS	375				hypothetical protein
BIPKCHJG_01044	gene	375				
BIPKCHJG_01045	CDS	1443	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
BIPKCHJG_01045	gene	1443	lysN_2			
BIPKCHJG_01046	CDS	720				hypothetical protein
BIPKCHJG_01046	gene	720				
BIPKCHJG_01047	CDS	2466	pepN_1	3.4.11.2		Aminopeptidase N
BIPKCHJG_01047	gene	2466	pepN_1			
BIPKCHJG_01048	CDS	867	htpX_2	3.4.24.-	COG0501	Protease HtpX 
BIPKCHJG_01048	gene	867	htpX_2			
BIPKCHJG_01049	CDS	1515	nuoN_1	1.6.5.11	COG1007	NADH-quinone oxidoreductase subunit N
BIPKCHJG_01049	gene	1515	nuoN_1			
BIPKCHJG_01050	CDS	1578	nuoM_1	1.6.5.11	COG1008	NADH-quinone oxidoreductase subunit M
BIPKCHJG_01050	gene	1578	nuoM_1			
BIPKCHJG_01051	CDS	1917	nuoL_1	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
BIPKCHJG_01051	gene	1917	nuoL_1			
BIPKCHJG_01052	CDS	327	nuoK	1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit K
BIPKCHJG_01052	gene	327	nuoK			
BIPKCHJG_01053	CDS	519	nuoJ_1	1.6.5.11	COG0839	NADH-quinone oxidoreductase subunit J
BIPKCHJG_01053	gene	519	nuoJ_1			
BIPKCHJG_01054	CDS	606	nuoI_1	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
BIPKCHJG_01054	gene	606	nuoI_1			
BIPKCHJG_01055	CDS	951	nuoH_1	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
BIPKCHJG_01055	gene	951	nuoH_1			
BIPKCHJG_01056	CDS	528	nqo5	1.6.5.11	COG0852	NADH-quinone oxidoreductase chain 5
